Time Window,SYN Rate,SYN Percentage,Port Spread,ACK Response Rate,Source Diversity
prolonged,moderate,dominant,several,complete response,moderately distributed
prolonged,moderate,dominant,several,complete response,highly distributed
prolonged,moderate,dominant,many,no response,centralized
prolonged,moderate,dominant,many,no response,moderately distributed
prolonged,moderate,dominant,many,no response,highly distributed
prolonged,moderate,dominant,many,minimal response,centralized
prolonged,moderate,dominant,many,minimal response,moderately distributed
prolonged,moderate,dominant,many,minimal response,highly distributed
prolonged,moderate,dominant,many,partial response,centralized
prolonged,moderate,dominant,many,partial response,moderately distributed
prolonged,moderate,dominant,many,partial response,highly distributed
prolonged,moderate,dominant,many,widespread response,centralized
prolonged,moderate,dominant,many,widespread response,moderately distributed
prolonged,moderate,dominant,many,widespread response,highly distributed
prolonged,moderate,dominant,many,broad response,centralized
prolonged,moderate,dominant,many,broad response,moderately distributed
prolonged,moderate,dominant,many,broad response,highly distributed
prolonged,moderate,dominant,many,complete response,centralized
prolonged,moderate,dominant,many,complete response,moderately distributed
prolonged,moderate,dominant,many,complete response,highly distributed
prolonged,moderate,dominant,broad sweep,no response,centralized
prolonged,moderate,dominant,broad sweep,no response,moderately distributed
prolonged,moderate,dominant,broad sweep,no response,highly distributed
prolonged,moderate,dominant,broad sweep,minimal response,centralized
prolonged,moderate,dominant,broad sweep,minimal response,moderately distributed
prolonged,moderate,dominant,broad sweep,minimal response,highly distributed
prolonged,moderate,dominant,broad sweep,partial response,centralized
prolonged,moderate,dominant,broad sweep,partial response,moderately distributed
prolonged,moderate,dominant,broad sweep,partial response,highly distributed
prolonged,moderate,dominant,broad sweep,widespread response,centralized
prolonged,moderate,dominant,broad sweep,widespread response,moderately distributed
prolonged,moderate,dominant,broad sweep,widespread response,highly distributed
prolonged,moderate,dominant,broad sweep,broad response,centralized
prolonged,moderate,dominant,broad sweep,broad response,moderately distributed
prolonged,moderate,dominant,broad sweep,broad response,highly distributed
prolonged,moderate,dominant,broad sweep,complete response,centralized
prolonged,moderate,dominant,broad sweep,complete response,moderately distributed
prolonged,moderate,dominant,broad sweep,complete response,highly distributed
prolonged,moderate,overwhelming,a few,no response,centralized
prolonged,moderate,overwhelming,a few,no response,moderately distributed
prolonged,moderate,overwhelming,a few,no response,highly distributed
prolonged,moderate,overwhelming,a few,minimal response,centralized
prolonged,moderate,overwhelming,a few,minimal response,moderately distributed
prolonged,moderate,overwhelming,a few,minimal response,highly distributed
prolonged,moderate,overwhelming,a few,partial response,centralized
prolonged,moderate,overwhelming,a few,partial response,moderately distributed
prolonged,moderate,overwhelming,a few,partial response,highly distributed
prolonged,moderate,overwhelming,a few,widespread response,centralized
prolonged,moderate,overwhelming,a few,widespread response,moderately distributed
prolonged,moderate,overwhelming,a few,widespread response,highly distributed
prolonged,moderate,overwhelming,a few,broad response,centralized
prolonged,moderate,overwhelming,a few,broad response,moderately distributed
prolonged,moderate,overwhelming,a few,broad response,highly distributed
prolonged,moderate,overwhelming,a few,complete response,centralized
prolonged,moderate,overwhelming,a few,complete response,moderately distributed
prolonged,moderate,overwhelming,a few,complete response,highly distributed
prolonged,moderate,overwhelming,several,no response,centralized
prolonged,moderate,overwhelming,several,no response,moderately distributed
prolonged,moderate,overwhelming,several,no response,highly distributed
prolonged,moderate,overwhelming,several,minimal response,centralized
prolonged,moderate,overwhelming,several,minimal response,moderately distributed
prolonged,moderate,overwhelming,several,minimal response,highly distributed
prolonged,moderate,overwhelming,several,partial response,centralized
prolonged,moderate,overwhelming,several,partial response,moderately distributed
prolonged,moderate,overwhelming,several,partial response,highly distributed
prolonged,moderate,overwhelming,several,widespread response,centralized
prolonged,moderate,overwhelming,several,widespread response,moderately distributed
prolonged,moderate,overwhelming,several,widespread response,highly distributed
prolonged,moderate,overwhelming,several,broad response,centralized
prolonged,moderate,overwhelming,several,broad response,moderately distributed
prolonged,moderate,overwhelming,several,broad response,highly distributed
prolonged,moderate,overwhelming,several,complete response,centralized
prolonged,moderate,overwhelming,several,complete response,moderately distributed
prolonged,moderate,overwhelming,several,complete response,highly distributed
prolonged,moderate,overwhelming,many,no response,centralized
prolonged,moderate,overwhelming,many,no response,moderately distributed
prolonged,moderate,overwhelming,many,no response,highly distributed
prolonged,moderate,overwhelming,many,minimal response,centralized
prolonged,moderate,overwhelming,many,minimal response,moderately distributed
prolonged,moderate,overwhelming,many,minimal response,highly distributed
prolonged,moderate,overwhelming,many,partial response,centralized
prolonged,moderate,overwhelming,many,partial response,moderately distributed
prolonged,moderate,overwhelming,many,partial response,highly distributed
prolonged,moderate,overwhelming,many,widespread response,centralized
prolonged,moderate,overwhelming,many,widespread response,moderately distributed
prolonged,moderate,overwhelming,many,widespread response,highly distributed
prolonged,moderate,overwhelming,many,broad response,centralized
prolonged,moderate,overwhelming,many,broad response,moderately distributed
prolonged,moderate,overwhelming,many,broad response,highly distributed
prolonged,moderate,overwhelming,many,complete response,centralized
prolonged,moderate,overwhelming,many,complete response,moderately distributed
prolonged,moderate,overwhelming,many,complete response,highly distributed
prolonged,moderate,overwhelming,broad sweep,no response,centralized
prolonged,moderate,overwhelming,broad sweep,no response,moderately distributed
prolonged,moderate,overwhelming,broad sweep,no response,highly distributed
prolonged,moderate,overwhelming,broad sweep,minimal response,centralized
prolonged,moderate,overwhelming,broad sweep,minimal response,moderately distributed
prolonged,moderate,overwhelming,broad sweep,minimal response,highly distributed
prolonged,moderate,overwhelming,broad sweep,partial response,centralized
prolonged,moderate,overwhelming,broad sweep,partial response,moderately distributed
prolonged,moderate,overwhelming,broad sweep,partial response,highly distributed
prolonged,moderate,overwhelming,broad sweep,widespread response,centralized
prolonged,moderate,overwhelming,broad sweep,widespread response,moderately distributed
prolonged,moderate,overwhelming,broad sweep,widespread response,highly distributed
prolonged,moderate,overwhelming,broad sweep,broad response,centralized
prolonged,moderate,overwhelming,broad sweep,broad response,moderately distributed
prolonged,moderate,overwhelming,broad sweep,broad response,highly distributed
prolonged,moderate,overwhelming,broad sweep,complete response,centralized
prolonged,moderate,overwhelming,broad sweep,complete response,moderately distributed
prolonged,moderate,overwhelming,broad sweep,complete response,highly distributed
prolonged,high,minimal,a few,no response,centralized
prolonged,high,minimal,a few,no response,moderately distributed
prolonged,high,minimal,a few,no response,highly distributed
prolonged,high,minimal,a few,minimal response,centralized
prolonged,high,minimal,a few,minimal response,moderately distributed
prolonged,high,minimal,a few,minimal response,highly distributed
prolonged,high,minimal,a few,partial response,centralized
prolonged,high,minimal,a few,partial response,moderately distributed
prolonged,high,minimal,a few,partial response,highly distributed
prolonged,high,minimal,a few,widespread response,centralized
prolonged,high,minimal,a few,widespread response,moderately distributed
prolonged,high,minimal,a few,widespread response,highly distributed
prolonged,high,minimal,a few,broad response,centralized
prolonged,high,minimal,a few,broad response,moderately distributed
prolonged,high,minimal,a few,broad response,highly distributed
prolonged,high,minimal,a few,complete response,centralized
prolonged,high,minimal,a few,complete response,moderately distributed
prolonged,high,minimal,a few,complete response,highly distributed
prolonged,high,minimal,several,no response,centralized
prolonged,high,minimal,several,no response,moderately distributed
prolonged,high,minimal,several,no response,highly distributed
prolonged,high,minimal,several,minimal response,centralized
prolonged,high,minimal,several,minimal response,moderately distributed
prolonged,high,minimal,several,minimal response,highly distributed
prolonged,high,minimal,several,partial response,centralized
prolonged,high,minimal,several,partial response,moderately distributed
prolonged,high,minimal,several,partial response,highly distributed
prolonged,high,minimal,several,widespread response,centralized
prolonged,high,minimal,several,widespread response,moderately distributed
prolonged,high,minimal,several,widespread response,highly distributed
prolonged,high,minimal,several,broad response,centralized
prolonged,high,minimal,several,broad response,moderately distributed
prolonged,high,minimal,several,broad response,highly distributed
prolonged,high,minimal,several,complete response,centralized
prolonged,high,minimal,several,complete response,moderately distributed
prolonged,high,minimal,several,complete response,highly distributed
prolonged,high,minimal,many,no response,centralized
prolonged,high,minimal,many,no response,moderately distributed
prolonged,high,minimal,many,no response,highly distributed
prolonged,high,minimal,many,minimal response,centralized
prolonged,high,minimal,many,minimal response,moderately distributed
prolonged,high,minimal,many,minimal response,highly distributed
prolonged,high,minimal,many,partial response,centralized
prolonged,high,minimal,many,partial response,moderately distributed
prolonged,high,minimal,many,partial response,highly distributed
prolonged,high,minimal,many,widespread response,centralized
prolonged,high,minimal,many,widespread response,moderately distributed
prolonged,high,minimal,many,widespread response,highly distributed
prolonged,high,minimal,many,broad response,centralized
prolonged,high,minimal,many,broad response,moderately distributed
prolonged,high,minimal,many,broad response,highly distributed
prolonged,high,minimal,many,complete response,centralized
prolonged,high,minimal,many,complete response,moderately distributed
prolonged,high,minimal,many,complete response,highly distributed
prolonged,high,minimal,broad sweep,no response,centralized
prolonged,high,minimal,broad sweep,no response,moderately distributed
prolonged,high,minimal,broad sweep,no response,highly distributed
prolonged,high,minimal,broad sweep,minimal response,centralized
prolonged,high,minimal,broad sweep,minimal response,moderately distributed
prolonged,high,minimal,broad sweep,minimal response,highly distributed
prolonged,high,minimal,broad sweep,partial response,centralized
prolonged,high,minimal,broad sweep,partial response,moderately distributed
prolonged,high,minimal,broad sweep,partial response,highly distributed
prolonged,high,minimal,broad sweep,widespread response,centralized
prolonged,high,minimal,broad sweep,widespread response,moderately distributed
prolonged,high,minimal,broad sweep,widespread response,highly distributed
prolonged,high,minimal,broad sweep,broad response,centralized
prolonged,high,minimal,broad sweep,broad response,moderately distributed
prolonged,high,minimal,broad sweep,broad response,highly distributed
prolonged,high,minimal,broad sweep,complete response,centralized
prolonged,high,minimal,broad sweep,complete response,moderately distributed
prolonged,high,minimal,broad sweep,complete response,highly distributed
prolonged,high,low,a few,no response,centralized
prolonged,high,low,a few,no response,moderately distributed
prolonged,high,low,a few,no response,highly distributed
prolonged,high,low,a few,minimal response,centralized
prolonged,high,low,a few,minimal response,moderately distributed
prolonged,high,low,a few,minimal response,highly distributed
prolonged,high,low,a few,partial response,centralized
prolonged,high,low,a few,partial response,moderately distributed
prolonged,high,low,a few,partial response,highly distributed
prolonged,high,low,a few,widespread response,centralized
prolonged,high,low,a few,widespread response,moderately distributed
prolonged,high,low,a few,widespread response,highly distributed
prolonged,high,low,a few,broad response,centralized
prolonged,high,low,a few,broad response,moderately distributed
prolonged,high,low,a few,broad response,highly distributed
prolonged,high,low,a few,complete response,centralized
prolonged,high,low,a few,complete response,moderately distributed
prolonged,high,low,a few,complete response,highly distributed
prolonged,high,low,several,no response,centralized
prolonged,high,low,several,no response,moderately distributed
prolonged,high,low,several,no response,highly distributed
prolonged,high,low,several,minimal response,centralized
prolonged,high,low,several,minimal response,moderately distributed
prolonged,high,low,several,minimal response,highly distributed
prolonged,high,low,several,partial response,centralized
prolonged,high,low,several,partial response,moderately distributed
prolonged,high,low,several,partial response,highly distributed
prolonged,high,low,several,widespread response,centralized
prolonged,high,low,several,widespread response,moderately distributed
prolonged,high,low,several,widespread response,highly distributed
prolonged,high,low,several,broad response,centralized
prolonged,high,low,several,broad response,moderately distributed
prolonged,high,low,several,broad response,highly distributed
prolonged,high,low,several,complete response,centralized
prolonged,high,low,several,complete response,moderately distributed
prolonged,high,low,several,complete response,highly distributed
prolonged,high,low,many,no response,centralized
prolonged,high,low,many,no response,moderately distributed
prolonged,high,low,many,no response,highly distributed
prolonged,high,low,many,minimal response,centralized
prolonged,high,low,many,minimal response,moderately distributed
prolonged,high,low,many,minimal response,highly distributed
prolonged,high,low,many,partial response,centralized
prolonged,high,low,many,partial response,moderately distributed
prolonged,high,low,many,partial response,highly distributed
prolonged,high,low,many,widespread response,centralized
prolonged,high,low,many,widespread response,moderately distributed
prolonged,high,low,many,widespread response,highly distributed
prolonged,high,low,many,broad response,centralized
prolonged,high,low,many,broad response,moderately distributed
prolonged,high,low,many,broad response,highly distributed
prolonged,high,low,many,complete response,centralized
prolonged,high,low,many,complete response,moderately distributed
prolonged,high,low,many,complete response,highly distributed
prolonged,high,low,broad sweep,no response,centralized
prolonged,high,low,broad sweep,no response,moderately distributed
prolonged,high,low,broad sweep,no response,highly distributed
prolonged,high,low,broad sweep,minimal response,centralized
prolonged,high,low,broad sweep,minimal response,moderately distributed
prolonged,high,low,broad sweep,minimal response,highly distributed
prolonged,high,low,broad sweep,partial response,centralized
prolonged,high,low,broad sweep,partial response,moderately distributed
prolonged,high,low,broad sweep,partial response,highly distributed
prolonged,high,low,broad sweep,widespread response,centralized
prolonged,high,low,broad sweep,widespread response,moderately distributed
prolonged,high,low,broad sweep,widespread response,highly distributed
prolonged,high,low,broad sweep,broad response,centralized
prolonged,high,low,broad sweep,broad response,moderately distributed
prolonged,high,low,broad sweep,broad response,highly distributed
prolonged,high,low,broad sweep,complete response,centralized
prolonged,high,low,broad sweep,complete response,moderately distributed
prolonged,high,low,broad sweep,complete response,highly distributed
prolonged,high,moderate,a few,no response,centralized
prolonged,high,moderate,a few,no response,moderately distributed
prolonged,high,moderate,a few,no response,highly distributed
prolonged,high,moderate,a few,minimal response,centralized
prolonged,high,moderate,a few,minimal response,moderately distributed
prolonged,high,moderate,a few,minimal response,highly distributed
prolonged,high,moderate,a few,partial response,centralized
prolonged,high,moderate,a few,partial response,moderately distributed
prolonged,high,moderate,a few,partial response,highly distributed
prolonged,high,moderate,a few,widespread response,centralized
prolonged,high,moderate,a few,widespread response,moderately distributed
prolonged,high,moderate,a few,widespread response,highly distributed
prolonged,high,moderate,a few,broad response,centralized
prolonged,high,moderate,a few,broad response,moderately distributed
prolonged,high,moderate,a few,broad response,highly distributed
prolonged,high,moderate,a few,complete response,centralized
prolonged,high,moderate,a few,complete response,moderately distributed
prolonged,high,moderate,a few,complete response,highly distributed
prolonged,high,moderate,several,no response,centralized
prolonged,high,moderate,several,no response,moderately distributed
prolonged,high,moderate,several,no response,highly distributed
prolonged,high,moderate,several,minimal response,centralized
prolonged,high,moderate,several,minimal response,moderately distributed
prolonged,high,moderate,several,minimal response,highly distributed
prolonged,high,moderate,several,partial response,centralized
prolonged,high,moderate,several,partial response,moderately distributed
prolonged,high,moderate,several,partial response,highly distributed
prolonged,high,moderate,several,widespread response,centralized
prolonged,high,moderate,several,widespread response,moderately distributed
prolonged,high,moderate,several,widespread response,highly distributed
prolonged,high,moderate,several,broad response,centralized
prolonged,high,moderate,several,broad response,moderately distributed
prolonged,high,moderate,several,broad response,highly distributed
prolonged,high,moderate,several,complete response,centralized
prolonged,high,moderate,several,complete response,moderately distributed
prolonged,high,moderate,several,complete response,highly distributed
prolonged,high,moderate,many,no response,centralized
prolonged,high,moderate,many,no response,moderately distributed
prolonged,high,moderate,many,no response,highly distributed
prolonged,high,moderate,many,minimal response,centralized
prolonged,high,moderate,many,minimal response,moderately distributed
prolonged,high,moderate,many,minimal response,highly distributed
prolonged,high,moderate,many,partial response,centralized
prolonged,high,moderate,many,partial response,moderately distributed
prolonged,high,moderate,many,partial response,highly distributed
prolonged,high,moderate,many,widespread response,centralized
prolonged,high,moderate,many,widespread response,moderately distributed
prolonged,high,moderate,many,widespread response,highly distributed
prolonged,high,moderate,many,broad response,centralized
prolonged,high,moderate,many,broad response,moderately distributed
prolonged,high,moderate,many,broad response,highly distributed
prolonged,high,moderate,many,complete response,centralized
prolonged,high,moderate,many,complete response,moderately distributed
prolonged,high,moderate,many,complete response,highly distributed
prolonged,high,moderate,broad sweep,no response,centralized
prolonged,high,moderate,broad sweep,no response,moderately distributed
prolonged,high,moderate,broad sweep,no response,highly distributed
prolonged,high,moderate,broad sweep,minimal response,centralized
prolonged,high,moderate,broad sweep,minimal response,moderately distributed
prolonged,high,moderate,broad sweep,minimal response,highly distributed
prolonged,high,moderate,broad sweep,partial response,centralized
prolonged,high,moderate,broad sweep,partial response,moderately distributed
prolonged,high,moderate,broad sweep,partial response,highly distributed
prolonged,high,moderate,broad sweep,widespread response,centralized
prolonged,high,moderate,broad sweep,widespread response,moderately distributed
prolonged,high,moderate,broad sweep,widespread response,highly distributed
prolonged,high,moderate,broad sweep,broad response,centralized
prolonged,high,moderate,broad sweep,broad response,moderately distributed
prolonged,high,moderate,broad sweep,broad response,highly distributed
prolonged,high,moderate,broad sweep,complete response,centralized
prolonged,high,moderate,broad sweep,complete response,moderately distributed
prolonged,high,moderate,broad sweep,complete response,highly distributed
prolonged,high,dominant,a few,no response,centralized
prolonged,high,dominant,a few,no response,moderately distributed
prolonged,high,dominant,a few,no response,highly distributed
prolonged,high,dominant,a few,minimal response,centralized
prolonged,high,dominant,a few,minimal response,moderately distributed
prolonged,high,dominant,a few,minimal response,highly distributed
prolonged,high,dominant,a few,partial response,centralized
prolonged,high,dominant,a few,partial response,moderately distributed
prolonged,high,dominant,a few,partial response,highly distributed
prolonged,high,dominant,a few,widespread response,centralized
prolonged,high,dominant,a few,widespread response,moderately distributed
prolonged,high,dominant,a few,widespread response,highly distributed
prolonged,high,dominant,a few,broad response,centralized
prolonged,high,dominant,a few,broad response,moderately distributed
prolonged,high,dominant,a few,broad response,highly distributed
prolonged,high,dominant,a few,complete response,centralized
prolonged,high,dominant,a few,complete response,moderately distributed
prolonged,high,dominant,a few,complete response,highly distributed
prolonged,high,dominant,several,no response,centralized
prolonged,high,dominant,several,no response,moderately distributed
prolonged,high,dominant,several,no response,highly distributed
prolonged,high,dominant,several,minimal response,centralized
prolonged,high,dominant,several,minimal response,moderately distributed
prolonged,high,dominant,several,minimal response,highly distributed
prolonged,high,dominant,several,partial response,centralized
prolonged,high,dominant,several,partial response,moderately distributed
prolonged,high,dominant,several,partial response,highly distributed
prolonged,high,dominant,several,widespread response,centralized
prolonged,high,dominant,several,widespread response,moderately distributed
prolonged,high,dominant,several,widespread response,highly distributed
prolonged,high,dominant,several,broad response,centralized
prolonged,high,dominant,several,broad response,moderately distributed
prolonged,high,dominant,several,broad response,highly distributed
prolonged,high,dominant,several,complete response,centralized
prolonged,high,dominant,several,complete response,moderately distributed
prolonged,high,dominant,several,complete response,highly distributed
prolonged,high,dominant,many,no response,centralized
prolonged,high,dominant,many,no response,moderately distributed
prolonged,high,dominant,many,no response,highly distributed
prolonged,high,dominant,many,minimal response,centralized
prolonged,high,dominant,many,minimal response,moderately distributed
prolonged,high,dominant,many,minimal response,highly distributed
prolonged,high,dominant,many,partial response,centralized
prolonged,high,dominant,many,partial response,moderately distributed
prolonged,high,dominant,many,partial response,highly distributed
prolonged,high,dominant,many,widespread response,centralized
prolonged,high,dominant,many,widespread response,moderately distributed
prolonged,high,dominant,many,widespread response,highly distributed
prolonged,high,dominant,many,broad response,centralized
prolonged,high,dominant,many,broad response,moderately distributed
prolonged,high,dominant,many,broad response,highly distributed
prolonged,high,dominant,many,complete response,centralized
prolonged,high,dominant,many,complete response,moderately distributed
prolonged,high,dominant,many,complete response,highly distributed
prolonged,high,dominant,broad sweep,no response,centralized
prolonged,high,dominant,broad sweep,no response,moderately distributed
prolonged,high,dominant,broad sweep,no response,highly distributed
prolonged,high,dominant,broad sweep,minimal response,centralized
prolonged,high,dominant,broad sweep,minimal response,moderately distributed
prolonged,high,dominant,broad sweep,minimal response,highly distributed
prolonged,high,dominant,broad sweep,partial response,centralized
prolonged,high,dominant,broad sweep,partial response,moderately distributed
prolonged,high,dominant,broad sweep,partial response,highly distributed
prolonged,high,dominant,broad sweep,widespread response,centralized
prolonged,high,dominant,broad sweep,widespread response,moderately distributed
prolonged,high,dominant,broad sweep,widespread response,highly distributed
prolonged,high,dominant,broad sweep,broad response,centralized
prolonged,high,dominant,broad sweep,broad response,moderately distributed
prolonged,high,dominant,broad sweep,broad response,highly distributed
prolonged,high,dominant,broad sweep,complete response,centralized
prolonged,high,dominant,broad sweep,complete response,moderately distributed
prolonged,high,dominant,broad sweep,complete response,highly distributed
prolonged,high,overwhelming,a few,no response,centralized
prolonged,high,overwhelming,a few,no response,moderately distributed
prolonged,high,overwhelming,a few,no response,highly distributed
prolonged,high,overwhelming,a few,minimal response,centralized
prolonged,high,overwhelming,a few,minimal response,moderately distributed
prolonged,high,overwhelming,a few,minimal response,highly distributed
prolonged,high,overwhelming,a few,partial response,centralized
prolonged,high,overwhelming,a few,partial response,moderately distributed
prolonged,high,overwhelming,a few,partial response,highly distributed
prolonged,high,overwhelming,a few,widespread response,centralized
prolonged,high,overwhelming,a few,widespread response,moderately distributed
prolonged,high,overwhelming,a few,widespread response,highly distributed
prolonged,high,overwhelming,a few,broad response,centralized
prolonged,high,overwhelming,a few,broad response,moderately distributed
prolonged,high,overwhelming,a few,broad response,highly distributed
prolonged,high,overwhelming,a few,complete response,centralized
prolonged,high,overwhelming,a few,complete response,moderately distributed
prolonged,high,overwhelming,a few,complete response,highly distributed
prolonged,high,overwhelming,several,no response,centralized
prolonged,high,overwhelming,several,no response,moderately distributed
prolonged,high,overwhelming,several,no response,highly distributed
prolonged,high,overwhelming,several,minimal response,centralized
prolonged,high,overwhelming,several,minimal response,moderately distributed
prolonged,high,overwhelming,several,minimal response,highly distributed
prolonged,high,overwhelming,several,partial response,centralized
prolonged,high,overwhelming,several,partial response,moderately distributed
prolonged,high,overwhelming,several,partial response,highly distributed
prolonged,high,overwhelming,several,widespread response,centralized
prolonged,high,overwhelming,several,widespread response,moderately distributed
prolonged,high,overwhelming,several,widespread response,highly distributed
prolonged,high,overwhelming,several,broad response,centralized
prolonged,high,overwhelming,several,broad response,moderately distributed
prolonged,high,overwhelming,several,broad response,highly distributed
prolonged,high,overwhelming,several,complete response,centralized
prolonged,high,overwhelming,several,complete response,moderately distributed
prolonged,high,overwhelming,several,complete response,highly distributed
prolonged,high,overwhelming,many,no response,centralized
prolonged,high,overwhelming,many,no response,moderately distributed
prolonged,high,overwhelming,many,no response,highly distributed
prolonged,high,overwhelming,many,minimal response,centralized
prolonged,high,overwhelming,many,minimal response,moderately distributed
prolonged,high,overwhelming,many,minimal response,highly distributed
prolonged,high,overwhelming,many,partial response,centralized
prolonged,high,overwhelming,many,partial response,moderately distributed
prolonged,high,overwhelming,many,partial response,highly distributed
prolonged,high,overwhelming,many,widespread response,centralized
prolonged,high,overwhelming,many,widespread response,moderately distributed
prolonged,high,overwhelming,many,widespread response,highly distributed
prolonged,high,overwhelming,many,broad response,centralized
prolonged,high,overwhelming,many,broad response,moderately distributed
prolonged,high,overwhelming,many,broad response,highly distributed
prolonged,high,overwhelming,many,complete response,centralized
prolonged,high,overwhelming,many,complete response,moderately distributed
prolonged,high,overwhelming,many,complete response,highly distributed
prolonged,high,overwhelming,broad sweep,no response,centralized
prolonged,high,overwhelming,broad sweep,no response,moderately distributed
prolonged,high,overwhelming,broad sweep,no response,highly distributed
prolonged,high,overwhelming,broad sweep,minimal response,centralized
prolonged,high,overwhelming,broad sweep,minimal response,moderately distributed
prolonged,high,overwhelming,broad sweep,minimal response,highly distributed
prolonged,high,overwhelming,broad sweep,partial response,centralized
prolonged,high,overwhelming,broad sweep,partial response,moderately distributed
prolonged,high,overwhelming,broad sweep,partial response,highly distributed
prolonged,high,overwhelming,broad sweep,widespread response,centralized
prolonged,high,overwhelming,broad sweep,widespread response,moderately distributed
prolonged,high,overwhelming,broad sweep,widespread response,highly distributed
prolonged,high,overwhelming,broad sweep,broad response,centralized
prolonged,high,overwhelming,broad sweep,broad response,moderately distributed
prolonged,high,overwhelming,broad sweep,broad response,highly distributed
prolonged,high,overwhelming,broad sweep,complete response,centralized
prolonged,high,overwhelming,broad sweep,complete response,moderately distributed
prolonged,high,overwhelming,broad sweep,complete response,highly distributed
prolonged,very high,minimal,a few,no response,centralized
prolonged,very high,minimal,a few,no response,moderately distributed
prolonged,very high,minimal,a few,no response,highly distributed
prolonged,very high,minimal,a few,minimal response,centralized
prolonged,very high,minimal,a few,minimal response,moderately distributed
prolonged,very high,minimal,a few,minimal response,highly distributed
prolonged,very high,minimal,a few,partial response,centralized
prolonged,very high,minimal,a few,partial response,moderately distributed
prolonged,very high,minimal,a few,partial response,highly distributed
prolonged,very high,minimal,a few,widespread response,centralized
prolonged,very high,minimal,a few,widespread response,moderately distributed
prolonged,very high,minimal,a few,widespread response,highly distributed
prolonged,very high,minimal,a few,broad response,centralized
prolonged,very high,minimal,a few,broad response,moderately distributed
prolonged,very high,minimal,a few,broad response,highly distributed
prolonged,very high,minimal,a few,complete response,centralized
prolonged,very high,minimal,a few,complete response,moderately distributed
prolonged,very high,minimal,a few,complete response,highly distributed
prolonged,very high,minimal,several,no response,centralized
prolonged,very high,minimal,several,no response,moderately distributed
prolonged,very high,minimal,several,no response,highly distributed
prolonged,very high,minimal,several,minimal response,centralized
prolonged,very high,minimal,several,minimal response,moderately distributed
prolonged,very high,minimal,several,minimal response,highly distributed
prolonged,very high,minimal,several,partial response,centralized
prolonged,very high,minimal,several,partial response,moderately distributed
prolonged,very high,minimal,several,partial response,highly distributed
prolonged,very high,minimal,several,widespread response,centralized
prolonged,very high,minimal,several,widespread response,moderately distributed
prolonged,very high,minimal,several,widespread response,highly distributed
prolonged,very high,minimal,several,broad response,centralized
prolonged,very high,minimal,several,broad response,moderately distributed
prolonged,very high,minimal,several,broad response,highly distributed
prolonged,very high,minimal,several,complete response,centralized
prolonged,very high,minimal,several,complete response,moderately distributed
prolonged,very high,minimal,several,complete response,highly distributed
prolonged,very high,minimal,many,no response,centralized
prolonged,very high,minimal,many,no response,moderately distributed
prolonged,very high,minimal,many,no response,highly distributed
prolonged,very high,minimal,many,minimal response,centralized
prolonged,very high,minimal,many,minimal response,moderately distributed
prolonged,very high,minimal,many,minimal response,highly distributed
prolonged,very high,minimal,many,partial response,centralized
prolonged,very high,minimal,many,partial response,moderately distributed
prolonged,very high,minimal,many,partial response,highly distributed
prolonged,very high,minimal,many,widespread response,centralized
prolonged,very high,minimal,many,widespread response,moderately distributed
prolonged,very high,minimal,many,widespread response,highly distributed
prolonged,very high,minimal,many,broad response,centralized
prolonged,very high,minimal,many,broad response,moderately distributed
prolonged,very high,minimal,many,broad response,highly distributed
prolonged,very high,minimal,many,complete response,centralized
prolonged,very high,minimal,many,complete response,moderately distributed
prolonged,very high,minimal,many,complete response,highly distributed
prolonged,very high,minimal,broad sweep,no response,centralized
prolonged,very high,minimal,broad sweep,no response,moderately distributed
prolonged,very high,minimal,broad sweep,no response,highly distributed
prolonged,very high,minimal,broad sweep,minimal response,centralized
prolonged,very high,minimal,broad sweep,minimal response,moderately distributed
prolonged,very high,minimal,broad sweep,minimal response,highly distributed
prolonged,very high,minimal,broad sweep,partial response,centralized
prolonged,very high,minimal,broad sweep,partial response,moderately distributed
prolonged,very high,minimal,broad sweep,partial response,highly distributed
prolonged,very high,minimal,broad sweep,widespread response,centralized
prolonged,very high,minimal,broad sweep,widespread response,moderately distributed
prolonged,very high,minimal,broad sweep,widespread response,highly distributed
prolonged,very high,minimal,broad sweep,broad response,centralized
prolonged,very high,minimal,broad sweep,broad response,moderately distributed
prolonged,very high,minimal,broad sweep,broad response,highly distributed
prolonged,very high,minimal,broad sweep,complete response,centralized
prolonged,very high,minimal,broad sweep,complete response,moderately distributed
prolonged,very high,minimal,broad sweep,complete response,highly distributed
prolonged,very high,low,a few,no response,centralized
prolonged,very high,low,a few,no response,moderately distributed
prolonged,very high,low,a few,no response,highly distributed
prolonged,very high,low,a few,minimal response,centralized
prolonged,very high,low,a few,minimal response,moderately distributed
prolonged,very high,low,a few,minimal response,highly distributed
prolonged,very high,low,a few,partial response,centralized
prolonged,very high,low,a few,partial response,moderately distributed
prolonged,very high,low,a few,partial response,highly distributed
prolonged,very high,low,a few,widespread response,centralized
prolonged,very high,low,a few,widespread response,moderately distributed
prolonged,very high,low,a few,widespread response,highly distributed
prolonged,very high,low,a few,broad response,centralized
prolonged,very high,low,a few,broad response,moderately distributed
prolonged,very high,low,a few,broad response,highly distributed
prolonged,very high,low,a few,complete response,centralized
prolonged,very high,low,a few,complete response,moderately distributed
prolonged,very high,low,a few,complete response,highly distributed
prolonged,very high,low,several,no response,centralized
